7.189342661421066	8.089342661421066	pageturn
116.59269299948458	117.10770399948458	doorslam
120.95406456833021	121.45406456833021	coughs_27
129.03217866125303	130.77217866125304	laughter
229.93416905446338	230.43416905446338	coughs_27
238.26599029769224	238.76599029769224	coughs_27
268.2416973723047	269.2826953723047	pageturn
313.06442873239087	314.2944287323909	phone
373.4448355798698	374.1468305798698	drawer
400.5180835436106	401.0180835436106	coughs_27
454.3680912688794	454.4950982688794	keysdrop
496.40581135298464	496.90581135298464	coughs_27
512.6371440278692	513.1371440278692	coughs_27
533.9589985545207	534.4589985545207	coughs_27
534.1497907622942	534.3548017622942	keysdrop
539.0671951169479	539.5671951169479	coughs_27
763.0068984250008	763.5068984250008	coughs_27
812.1919641743985	812.5849571743986	doorslam
897.1720640967606	898.7690710967605	keyboard
1018.8526251973906	1019.3526251973906	coughs_27
1080.9961157426462	1083.4691087426463	keyboard
1087.379252446157	1088.0082544461568	knock
1128.023016214685	1128.523016214685	coughs_27
1134.320649613313	1134.820649613313	coughs_27
1152.2866232924425	1152.8566232924425	knock
1180.6856222881672	1181.5866202881673	knock
1190.3590446512821	1190.8590446512821	coughs_27
1241.9680967750714	1242.5800917750714	drawer
1250.3261553620027	1250.8261553620027	coughs_27
1339.2402985522326	1339.7402985522326	coughs_27
1452.8428910574733	1453.3428910574733	coughs_27
1488.408408958929	1488.908408958929	coughs_27
1580.5394254685787	1582.2114204685786	laughter
1681.8003980113344	1682.4184030113345	knock
1695.1303796540592	1695.6303796540592	coughs_27
1696.4256826983567	1698.7276776983567	phone
1706.727063464998	1707.227063464998	coughs_27
1763.30705403129	1763.80705403129	coughs_27
