12.581818688859071	13.081818688859071	coughs_5
159.5476784613298	160.5796734613298	pageturn
267.8222779402678	268.4032759402678	knock
272.2462731477064	272.7462731477064	coughs_5
346.3177929339846	348.2987909339846	keyboard
440.6640935146096	441.1640935146096	coughs_5
444.9056720797696	445.9966700797696	knock
520.5201088819415	521.2491108819415	pageturn
639.9017191334825	640.4017191334825	coughs_5
687.2366109233801	687.7366109233801	coughs_5
702.955364001933	703.595364001933	doorslam
811.8116956395979	812.7126936395979	knock
883.8774282316206	884.3774282316206	coughs_5
911.2619516921233	912.2719516921233	knock
921.3426723036647	922.9026723036646	laughter
922.1743365637534	922.6463315637534	keysdrop
943.8088475290813	944.3088475290813	coughs_5
1013.9117615843838	1016.0627595843838	laughter
1144.5589889280598	1145.0589889280598	coughs_5
1248.9724369374237	1249.4724369374237	coughs_5
1270.085236098475	1270.697231098475	drawer
1279.768946805678	1280.268946805678	coughs_5
1331.688449769867	1332.188449769867	coughs_5
1350.4605161747443	1350.8735091747442	doorslam
1360.4947863482673	1360.9947863482673	coughs_5
1395.2119370847429	1395.7119370847429	coughs_5
1441.170413812402	1441.670413812402	coughs_5
1443.8467921327178	1444.3467921327178	coughs_5
1488.4091880126161	1488.9091880126161	coughs_5
1500.5268121718752	1501.0268121718752	coughs_5
1551.7769615486347	1552.2769615486347	coughs_5
1552.042672756853	1554.3446677568531	phone
1553.0372047846718	1553.5372047846718	coughs_5
1560.587793947174	1563.687793947174	phone
1591.8694945902362	1592.3694945902362	coughs_5
1617.0708828641912	1620.0258938641912	keyboard
1793.3093495975713	1795.1093495975713	drawer
1797.2451895133931	1798.9751895133932	keysdrop
