11.153832517367034	11.653832517367034	coughs_1
11.998623352192086	12.498623352192086	coughs_1
46.02123830843873	46.52123830843873	coughs_1
68.37731284353974	71.57731284353974	phone
177.39550600677796	177.89550600677796	coughs_1
295.38338405240415	296.94338405240416	laughter
377.47959726598424	378.48959726598423	knock
386.63795446362354	387.29296546362355	doorslam
426.7557354426748	427.3367334426748	knock
446.1696480017028	446.6696480017028	coughs_1
513.9366835605044	516.2596765605044	keysdrop
579.7974290054897	581.9174290054897	pageturn
601.0239999934613	601.5239999934613	coughs_1
766.5813545927472	767.0813545927472	coughs_1
848.0201585298538	848.5201585298538	coughs_1
897.7350737458356	898.2350737458356	coughs_1
953.9919370830462	954.4919370830462	coughs_1
977.4175898402514	979.8905828402513	keyboard
985.3503060825085	985.8503060825085	coughs_1
1020.5981449704966	1021.0981449704966	coughs_1
1030.9258145536398	1032.8318235536399	keyboard
1075.292271772872	1075.870276772872	knock
1137.621407408773	1138.121407408773	coughs_1
1173.055408034328	1173.555408034328	coughs_1
1186.1015928855777	1186.6015928855777	coughs_1
1220.9376698701913	1223.8926808701913	keysdrop
1379.1677507780407	1380.6437597780407	drawer
1446.8212935613576	1447.3212935613576	coughs_1
1461.100370945638	1461.985381945638	drawer
1474.7674161272628	1475.1994111272627	doorslam
1481.8462655827625	1482.3462655827625	coughs_1
1542.7501244361574	1544.2301244361574	pageturn
1549.0585952243664	1550.7556022243664	laughter
1614.926685848856	1615.426685848856	coughs_1
1642.5617616561733	1643.7917616561733	phone
1648.8598682281552	1649.3598682281552	coughs_1
1796.8854524698859	1797.503457469886	knock
