68.74127678574395	69.55828378574395	knock
73.53967046114326	75.56166546114326	keysdrop
101.51722339578589	102.0922123957859	laughter
109.60859579569407	110.10859579569407	coughs_34
155.14305123893652	156.80906023893652	laughter
253.3860015345359	253.8860015345359	coughs_34
268.17480119935954	268.67480119935954	coughs_34
310.2620509825778	310.7620509825778	coughs_34
313.7695769218105	315.8895769218105	pageturn
325.48934368024703	325.98934368024703	coughs_34
608.4416068231075	608.6926048231074	keysdrop
626.5967065104501	627.0967065104501	coughs_34
638.1063240025729	639.336324002573	phone
662.7903828742758	663.5953938742758	pageturn
761.1471351165227	761.6471351165227	coughs_34
802.3288528244428	803.1568578244428	drawer
825.6010191956806	827.0770281956806	drawer
871.8457332109144	872.2277282109144	doorslam
872.3305659433812	872.8305659433812	coughs_34
918.9107091203928	919.4107091203928	coughs_34
969.9430400800863	970.6650350800863	knock
1017.1669788685977	1017.6669788685977	coughs_34
1091.7606831714672	1092.2606831714672	coughs_34
1150.3976856040956	1150.8976856040956	coughs_34
1158.2919445417353	1158.7919445417353	coughs_34
1191.8777583953254	1193.1777583953253	keyboard
1205.4944485847789	1205.9944485847789	coughs_34
1303.2695811773779	1304.2305791773779	knock
1485.0261379649705	1485.5261379649705	coughs_34
1552.566419630427	1553.662428630427	keyboard
1557.1505856701692	1557.6505856701692	coughs_34
1573.0405483786913	1573.6695503786912	knock
1584.616270229275	1585.116270229275	coughs_34
1705.3131074408275	1705.8131074408275	coughs_34
1709.8163839200479	1710.3163839200479	coughs_34
1714.202077475714	1716.504072475714	phone
1717.542531302268	1717.922531302268	doorslam
1735.5177238901383	1736.0177238901383	coughs_34
