77.12073901176794	77.62073901176794	coughs_33
90.4180115658764	91.2350185658764	knock
106.24151389992963	106.74151389992963	coughs_33
131.92305515994178	132.32505015994178	keysdrop
149.85921151599646	152.10320251599646	phone
158.5757725451212	159.0757725451212	coughs_33
190.57465585483902	192.69465585483903	pageturn
200.16778550057907	201.11778550057906	knock
207.42572293439514	207.92572293439514	coughs_33
223.95914972710565	224.45914972710565	coughs_33
277.69114133891765	278.19114133891765	coughs_33
370.92075621505063	371.62275121505064	drawer
398.02815264071864	398.30416164071863	keysdrop
462.5173878417169	464.66838584171694	laughter
675.7544990471949	676.2544990471949	coughs_33
685.668555493443	686.168555493443	coughs_33
737.3280145024434	739.0580145024434	keyboard
770.3619118732379	770.8619118732379	coughs_33
805.6306555267134	808.3716535267134	laughter
885.7827737527786	887.8327737527785	phone
1041.1442621152944	1042.1612691152943	knock
1091.3941379543098	1092.4041379543098	knock
1148.0232543716384	1149.3232543716383	keyboard
1223.9214803450407	1224.4214803450407	coughs_33
1236.1780512471619	1236.6780512471619	coughs_33
1261.2251974873957	1261.7251974873957	coughs_33
1293.1574976611491	1293.6574976611491	coughs_33
1321.4790403771956	1321.9790403771956	coughs_33
1376.028444668884	1376.528444668884	coughs_33
1388.1080189485251	1389.908018948525	drawer
1488.6201018984054	1489.0571088984054	doorslam
1507.615766155633	1508.218759155633	pageturn
1511.2063195414605	1511.6673175414605	doorslam
1600.015863752646	1600.515863752646	coughs_33
1603.268687738618	1603.768687738618	coughs_33
1698.9290266823825	1699.4290266823825	coughs_33
1755.2280637040817	1755.7280637040817	coughs_33
1764.4620673139268	1764.9620673139268	coughs_33
